brand,year,age,km_driven,fuel_type,transmission,inspection_grade,owner_type,city,selling_price,km_per_year
Toyota,2012,13,158821,Petrol,Manual,C,2nd,Mumbai,98500,12217
Tata,2019,6,76476,Diesel,Automatic,B,2nd,Bangalore,289266,12746
Maruti,2014,11,183029,Diesel,Automatic,A,2nd,Ahmedabad,104245,16639
Maruti,2013,12,161568,Diesel,Manual,B,1st,Pune,89454,13464
Tata,2018,7,102830,Diesel,Automatic,B,1st,Bangalore,252325,14690
Maruti,2017,8,103184,Diesel,Automatic,C,1st,Bangalore,167640,12898
Honda,2020,5,70890,Petrol,Manual,D,1st,Bangalore,201305,14178
Volkswagen,2016,9,134496,Diesel,Automatic,C,1st,Kolkata,195400,14944
Honda,2017,8,138336,Petrol,Manual,B,2nd,Chennai,145068,17292
Hyundai,2022,3,52776,Petrol,Manual,C,1st,Hyderabad,308597,17592
Tata,2014,11,171545,Petrol,Automatic,B,1st,Chennai,108871,15595
Hyundai,2013,12,166356,CNG,Automatic,A,1st,Mumbai,150158,13863
Honda,2016,9,74637,Petrol,Manual,B,1st,Ahmedabad,186243,8293
Volkswagen,2010,15,250000,Petrol,Manual,B,2nd,Kolkata,65734,16666
Hyundai,2015,10,122680,CNG,Automatic,C,2nd,Mumbai,107982,12268
Renault,2017,8,121576,Diesel,Automatic,B,1st,Kolkata,221313,15197
Ford,2016,9,108522,Petrol,Manual,A,3rd,Mumbai,112413,12058
Maruti,2011,14,185948,CNG,Manual,A,1st,Hyderabad,74542,13282
Maruti,2023,2,30390,Petrol,Manual,A,2nd,Hyderabad,280095,15195
Maruti,2022,3,40632,Diesel,Manual,D,2nd,Delhi,187369,13544
Maruti,2023,2,32990,Diesel,Automatic,D,1st,Hyderabad,322776,16495
Maruti,2016,9,98559,Diesel,Manual,D,1st,Mumbai,82338,10951
Tata,2022,3,38283,Diesel,Automatic,B,1st,Hyderabad,486738,12761
Maruti,2015,10,150180,Petrol,Automatic,A,2nd,Hyderabad,99085,15018
Hyundai,2022,3,53859,Petrol,Manual,D,3rd,Hyderabad,193205,17953
Toyota,2014,11,151316,Diesel,Manual,D,1st,Bangalore,116690,13756
Maruti,2013,12,131160,Petrol,Manual,A,1st,Kolkata,95148,10930
Toyota,2010,15,160740,Electric,Manual,C,1st,Ahmedabad,117025,10716
Maruti,2022,3,44898,Petrol,Manual,B,1st,Pune,257743,14966
Maruti,2011,14,193550,Petrol,Manual,D,2nd,Ahmedabad,36582,13825
Tata,2016,9,157869,Diesel,Manual,A,1st,Pune,142943,17541
Tata,2019,6,68250,Petrol,Manual,C,1st,Hyderabad,187820,11375
Ford,2012,13,209859,Petrol,Manual,A,1st,Bangalore,87272,16143
Mahindra,2014,11,105710,Petrol,Manual,B,2nd,Mumbai,113753,9610
Toyota,2017,8,64976,CNG,Automatic,B,1st,Delhi,341750,8122
Maruti,2022,3,43692,Petrol,Manual,B,1st,Kolkata,250306,14564
Maruti,2022,3,40134,Petrol,Automatic,B,2nd,Kolkata,308574,13378
Mahindra,2017,8,124832,Petrol,Automatic,C,1st,Ahmedabad,187943,15604
Toyota,2015,10,163590,Petrol,Automatic,A,1st,Chennai,193749,16359
Kia,2014,11,183920,Petrol,Automatic,C,1st,Pune,114472,16720
Hyundai,2022,3,49719,Diesel,Manual,A,2nd,Delhi,446285,16573
Hyundai,2011,14,151046,Electric,Manual,A,1st,Ahmedabad,119778,10789
Mahindra,2018,7,94381,Petrol,Manual,B,1st,Kolkata,217254,13483
Hyundai,2010,15,239730,Diesel,Manual,A,2nd,Chennai,87408,15982
Volkswagen,2020,5,59885,CNG,Manual,D,1st,Pune,219224,11977
Toyota,2011,14,213192,Petrol,Manual,C,3rd,Mumbai,78006,15228
Hyundai,2022,3,24732,Petrol,Manual,C,3rd,Bangalore,238291,8244
Mahindra,2010,15,149220,CNG,Manual,B,2nd,Hyderabad,97059,9948
Mahindra,2021,4,37408,Diesel,Manual,A,2nd,Bangalore,420881,9352
Maruti,2013,12,116748,Petrol,Manual,D,2nd,Chennai,49992,9729
Ford,2013,12,192036,Petrol,Manual,A,1st,Ahmedabad,97057,16003
Honda,2014,11,134904,Petrol,Automatic,C,1st,Pune,147920,12264
Toyota,2014,11,146861,Petrol,Automatic,A,2nd,Hyderabad,180077,13351
Hyundai,2017,8,72936,Diesel,Manual,B,2nd,Ahmedabad,188454,9117
Ford,2020,5,80850,Diesel,Automatic,C,2nd,Chennai,273379,16170
Hyundai,2020,5,42290,Diesel,Manual,D,3rd,Kolkata,198493,8458
Maruti,2012,13,110734,Petrol,Manual,A,1st,Chennai,97360,8518
Ford,2015,10,178090,Petrol,Manual,B,2nd,Pune,67751,17809
Maruti,2021,4,48924,Petrol,Automatic,C,2nd,Kolkata,209687,12231
Hyundai,2022,3,52971,Diesel,Manual,A,2nd,Hyderabad,428367,17657
Renault,2021,4,69300,Diesel,Manual,A,1st,Delhi,327140,17325
Renault,2012,13,113906,Petrol,Automatic,A,2nd,Ahmedabad,112801,8762
Honda,2022,3,49155,Petrol,Manual,B,1st,Delhi,393397,16385
Tata,2011,14,163646,Diesel,Automatic,C,1st,Pune,123032,11689
Hyundai,2017,8,122536,Diesel,Manual,D,1st,Pune,133249,15317
Maruti,2010,15,250000,Petrol,Manual,B,3rd,Chennai,42231,16666
Hyundai,2018,7,64743,Petrol,Automatic,A,2nd,Mumbai,302915,9249
Tata,2020,5,60080,Petrol,Manual,B,2nd,Ahmedabad,200189,12016
Mahindra,2016,9,120411,Diesel,Automatic,A,1st,Bangalore,269962,13379
Toyota,2021,4,42592,Diesel,Automatic,B,2nd,Delhi,646305,10648
Mahindra,2019,6,96720,Diesel,Automatic,B,3rd,Hyderabad,284983,16120
Maruti,2022,3,30348,CNG,Manual,A,1st,Chennai,322029,10116
Honda,2021,4,64556,Electric,Manual,B,3rd,Bangalore,281377,16139
Maruti,2020,5,56900,Petrol,Manual,D,1st,Pune,134748,11380
Honda,2013,12,118488,Petrol,Manual,C,3rd,Kolkata,89582,9874
Hyundai,2012,13,175526,Petrol,Automatic,B,2nd,Bangalore,107992,13502
Ford,2015,10,105320,Petrol,Manual,B,1st,Chennai,104608,10532
Hyundai,2018,7,107450,Diesel,Automatic,B,1st,Bangalore,308992,15350
Maruti,2018,7,95746,CNG,Automatic,C,1st,Mumbai,165644,13678
Maruti,2013,12,156960,Diesel,Automatic,D,1st,Chennai,75170,13080
Mahindra,2019,6,66000,Petrol,Automatic,C,2nd,Pune,247432,11000
Tata,2014,11,128744,Petrol,Automatic,B,1st,Bangalore,126602,11704
Maruti,2020,5,83850,Petrol,Automatic,A,3rd,Bangalore,218843,16770
Maruti,2022,3,40899,Diesel,Automatic,D,2nd,Pune,262965,13633
Mahindra,2018,7,87430,Petrol,Automatic,C,3rd,Delhi,201676,12490
Maruti,2011,14,140406,Petrol,Automatic,C,2nd,Bangalore,69041,10029
Toyota,2011,14,211862,Petrol,Automatic,B,1st,Ahmedabad,156766,15133
Mahindra,2014,11,179652,Electric,Manual,B,1st,Bangalore,97477,16332
Maruti,2010,15,137865,Diesel,Manual,A,1st,Kolkata,113820,9191
Maruti,2017,8,91200,CNG,Manual,D,2nd,Ahmedabad,83105,11400
Kia,2014,11,127457,Diesel,Manual,D,2nd,Delhi,98509,11587
Hyundai,2021,4,34700,Diesel,Manual,B,1st,Chennai,391053,8675
Hyundai,2019,6,60474,Petrol,Automatic,C,1st,Kolkata,285941,10079
Toyota,2011,14,200592,Petrol,Manual,A,2nd,Ahmedabad,126073,14328
Volkswagen,2021,4,69420,Diesel,Manual,B,2nd,Delhi,331330,17355
Kia,2018,7,98231,CNG,Automatic,B,1st,Ahmedabad,307844,14033
Mahindra,2011,14,204932,Petrol,Automatic,B,1st,Hyderabad,117611,14638
Hyundai,2016,9,80469,Petrol,Automatic,B,2nd,Hyderabad,182676,8941
Maruti,2017,8,67376,Diesel,Automatic,B,2nd,Ahmedabad,177863,8422
Mahindra,2023,2,18668,Petrol,Manual,C,1st,Mumbai,365956,9334
Honda,2015,10,99480,Diesel,Manual,B,3rd,Bangalore,125007,9948
Hyundai,2023,2,22580,Petrol,Manual,C,2nd,Pune,313015,11290
Ford,2020,5,72480,Petrol,Manual,B,2nd,Hyderabad,204914,14496
Maruti,2016,9,147888,Petrol,Manual,C,1st,Chennai,83445,16432
Honda,2020,5,84375,Diesel,Automatic,D,2nd,Chennai,276894,16875
Maruti,2010,15,220125,Diesel,Automatic,A,1st,Pune,104310,14675
Hyundai,2013,12,134004,Petrol,Manual,B,1st,Ahmedabad,104687,11167
Maruti,2022,3,44988,CNG,Manual,A,1st,Hyderabad,278083,14996
Maruti,2016,9,148932,Petrol,Manual,B,1st,Delhi,94380,16548
Maruti,2010,15,151110,Petrol,Manual,A,3rd,Kolkata,69028,10074
Tata,2022,3,49455,Diesel,Automatic,B,1st,Pune,496695,16485
Mahindra,2010,15,134775,Petrol,Manual,C,1st,Mumbai,102144,8985
Honda,2020,5,60855,Petrol,Automatic,B,1st,Kolkata,419032,12171
Renault,2015,10,159460,CNG,Automatic,B,2nd,Ahmedabad,99669,15946
Hyundai,2013,12,156276,Diesel,Manual,A,1st,Delhi,130544,13023
Maruti,2012,13,226798,Diesel,Automatic,A,1st,Mumbai,112132,17446
Ford,2021,4,48272,Diesel,Manual,C,1st,Pune,268638,12068
Maruti,2014,11,148489,Petrol,Manual,A,1st,Hyderabad,85323,13499
Renault,2018,7,70623,Petrol,Manual,D,1st,Kolkata,119267,10089
Maruti,2019,6,50484,Petrol,Manual,B,1st,Delhi,192907,8414
Renault,2019,6,94908,CNG,Manual,B,1st,Hyderabad,189149,15818
Maruti,2021,4,34540,Petrol,Manual,A,1st,Mumbai,267236,8635
Ford,2023,2,34170,Petrol,Manual,B,2nd,Chennai,322378,17085
Honda,2023,2,22750,CNG,Manual,C,1st,Ahmedabad,414857,11375
Kia,2021,4,69860,Diesel,Automatic,D,1st,Pune,374182,17465
Maruti,2020,5,52255,CNG,Manual,A,1st,Delhi,248190,10451
Honda,2019,6,106476,Diesel,Automatic,C,1st,Hyderabad,351409,17746
Renault,2012,13,112268,Petrol,Manual,B,2nd,Mumbai,84171,8636
Honda,2014,11,159863,Diesel,Automatic,B,1st,Chennai,174662,14533
Tata,2019,6,77514,Petrol,Manual,B,3rd,Delhi,151588,12919
Tata,2014,11,104379,Petrol,Manual,D,1st,Mumbai,72268,9489
Hyundai,2018,7,75677,Diesel,Manual,A,1st,Delhi,280994,10811
Tata,2020,5,57365,Diesel,Manual,A,2nd,Delhi,301195,11473
Honda,2021,4,63656,CNG,Manual,B,3rd,Kolkata,282748,15914
Ford,2019,6,62070,CNG,Automatic,C,1st,Bangalore,249418,10345
Maruti,2020,5,53095,CNG,Automatic,B,1st,Kolkata,276955,10619
Maruti,2013,12,145812,Petrol,Manual,B,1st,Ahmedabad,75811,12151
Renault,2010,15,123870,Diesel,Manual,D,2nd,Hyderabad,64865,8258
Ford,2019,6,93798,Diesel,Manual,D,3rd,Bangalore,126121,15633
Hyundai,2014,11,166309,Electric,Automatic,C,1st,Delhi,119656,15119
Tata,2010,15,212790,Petrol,Manual,C,1st,Mumbai,64926,14186
Maruti,2015,10,166030,Petrol,Manual,C,2nd,Hyderabad,48310,16603
Maruti,2021,4,64420,CNG,Manual,B,1st,Mumbai,231505,16105
Hyundai,2019,6,104112,Petrol,Manual,A,1st,Kolkata,239339,17352
Hyundai,2019,6,99186,Diesel,Manual,B,1st,Mumbai,264990,16531
Honda,2016,9,118260,Petrol,Manual,D,1st,Pune,109199,13140
Maruti,2010,15,165780,Petrol,Manual,C,3rd,Chennai,47870,11052
Renault,2019,6,78006,Diesel,Manual,A,1st,Delhi,250379,13001
Kia,2013,12,107268,Petrol,Automatic,A,2nd,Mumbai,192111,8939
Tata,2018,7,85932,Diesel,Automatic,C,1st,Delhi,260014,12276
Honda,2022,3,41631,Petrol,Manual,B,2nd,Bangalore,382747,13877
Hyundai,2010,15,239580,Petrol,Manual,B,1st,Kolkata,70102,15972
Toyota,2018,7,96705,Petrol,Automatic,B,3rd,Pune,293771,13815
Tata,2017,8,85592,Diesel,Manual,A,2nd,Ahmedabad,191156,10699
Maruti,2014,11,149886,Petrol,Manual,D,1st,Pune,53335,13626
Volkswagen,2015,10,120980,Diesel,Manual,C,1st,Ahmedabad,131078,12098
Toyota,2016,9,105525,Diesel,Manual,D,3rd,Ahmedabad,129647,11725
Volkswagen,2013,12,202392,Diesel,Manual,A,2nd,Ahmedabad,113847,16866
Mahindra,2023,2,22850,Diesel,Manual,C,1st,Bangalore,435786,11425
Tata,2023,2,32698,Petrol,Manual,B,2nd,Mumbai,305839,16349
Hyundai,2015,10,147260,Petrol,Automatic,B,1st,Ahmedabad,143638,14726
Volkswagen,2016,9,144729,Diesel,Automatic,B,2nd,Pune,205819,16081
Ford,2020,5,83280,Petrol,Automatic,D,2nd,Delhi,191749,16656
Maruti,2015,10,179130,CNG,Automatic,C,1st,Chennai,72107,17913
Maruti,2020,5,74840,Diesel,Manual,B,1st,Hyderabad,230218,14968
Hyundai,2022,3,28317,Petrol,Automatic,D,1st,Kolkata,323228,9439
Toyota,2021,4,54976,Diesel,Manual,B,3rd,Bangalore,383010,13744
Kia,2015,10,110360,CNG,Manual,C,2nd,Ahmedabad,105429,11036
Maruti,2011,14,237034,Petrol,Manual,C,2nd,Kolkata,43527,16931
Honda,2014,11,181643,Diesel,Manual,C,1st,Kolkata,107728,16513
Hyundai,2012,13,142740,Petrol,Automatic,C,1st,Ahmedabad,121836,10980
Renault,2016,9,133173,Diesel,Automatic,A,2nd,Bangalore,179004,14797
Toyota,2013,12,124404,CNG,Manual,D,1st,Chennai,101571,10367
Toyota,2010,15,175530,Diesel,Manual,A,1st,Mumbai,183183,11702
Hyundai,2021,4,51536,Diesel,Automatic,B,1st,Ahmedabad,520701,12884
Hyundai,2021,4,50976,CNG,Manual,A,2nd,Bangalore,317156,12744
Maruti,2015,10,124970,Diesel,Manual,A,1st,Bangalore,109489,12497
Maruti,2015,10,91430,Diesel,Manual,B,1st,Hyderabad,98005,9143
Ford,2016,9,127908,Diesel,Automatic,C,2nd,Chennai,131243,14212
Toyota,2020,5,71025,Diesel,Manual,B,2nd,Chennai,416388,14205
Kia,2017,8,142968,Diesel,Automatic,A,1st,Delhi,324925,17871
Kia,2012,13,132184,Electric,Automatic,B,1st,Chennai,182034,10168
Honda,2023,2,29318,Diesel,Manual,C,2nd,Pune,443067,14659
Mahindra,2015,10,173160,Diesel,Manual,B,3rd,Hyderabad,100019,17316
Volkswagen,2019,6,83022,Petrol,Manual,C,1st,Pune,200882,13837
Toyota,2011,14,149408,Diesel,Manual,A,1st,Chennai,201100,10672
Maruti,2022,3,48270,Diesel,Manual,B,1st,Delhi,315803,16090
Hyundai,2023,2,18370,Diesel,Manual,B,1st,Hyderabad,471871,9185
Maruti,2018,7,97237,Petrol,Manual,C,1st,Bangalore,125926,13891
Renault,2011,14,197708,CNG,Manual,B,1st,Ahmedabad,74424,14122
Tata,2012,13,203567,Petrol,Manual,B,1st,Mumbai,72208,15659
Maruti,2021,4,45512,Petrol,Manual,B,2nd,Bangalore,213476,11378
Tata,2022,3,35907,Diesel,Manual,B,1st,Delhi,350405,11969
Tata,2019,6,52470,Diesel,Automatic,B,2nd,Hyderabad,310348,8745
Hyundai,2021,4,60580,Petrol,Manual,B,1st,Bangalore,290762,15145
Maruti,2021,4,66428,Diesel,Manual,C,1st,Ahmedabad,234872,16607
Tata,2011,14,119966,Petrol,Manual,C,2nd,Delhi,67908,8569
Honda,2018,7,85715,Petrol,Automatic,A,1st,Pune,350106,12245
Mahindra,2010,15,150990,Petrol,Manual,B,1st,Kolkata,100430,10066
Honda,2014,11,174867,CNG,Automatic,C,2nd,Bangalore,113246,15897
Toyota,2010,15,217485,Petrol,Automatic,C,2nd,Kolkata,102387,14499
Honda,2014,11,163889,Petrol,Manual,C,1st,Mumbai,99420,14899
Honda,2017,8,79752,Diesel,Manual,C,1st,Pune,221881,9969
Ford,2017,8,70296,Petrol,Manual,B,2nd,Bangalore,134900,8787
Hyundai,2020,5,51740,Diesel,Manual,B,3rd,Bangalore,268989,10348
Maruti,2017,8,111800,CNG,Manual,A,3rd,Bangalore,107196,13975
Maruti,2011,14,216580,Diesel,Manual,A,3rd,Delhi,66118,15470
Mahindra,2017,8,89368,Petrol,Automatic,D,1st,Hyderabad,182198,11171
Tata,2021,4,71092,Petrol,Manual,D,1st,Chennai,169395,17773
Mahindra,2014,11,188034,Diesel,Manual,C,1st,Delhi,104070,17094
Maruti,2010,15,193680,Petrol,Manual,B,1st,Pune,68054,12912
Maruti,2016,9,149382,Petrol,Manual,B,1st,Kolkata,85379,16598
Maruti,2022,3,51540,Petrol,Automatic,C,2nd,Chennai,250979,17180
Hyundai,2015,10,101420,Petrol,Manual,B,1st,Kolkata,118503,10142
Honda,2014,11,179850,CNG,Automatic,C,1st,Pune,121633,16350
Hyundai,2010,15,217485,Diesel,Manual,A,2nd,Chennai,100502,14499
Hyundai,2023,2,27298,Petrol,Automatic,B,1st,Bangalore,500130,13649
Ford,2023,2,24594,Petrol,Manual,C,1st,Pune,307910,12297
Hyundai,2010,15,200730,Electric,Automatic,D,2nd,Mumbai,71061,13382
Honda,2015,10,117560,Petrol,Automatic,C,1st,Chennai,143254,11756
Mahindra,2019,6,66594,Diesel,Automatic,C,2nd,Pune,326517,11099
Hyundai,2021,4,36164,Petrol,Manual,A,3rd,Ahmedabad,268694,9041
Tata,2016,9,99549,CNG,Automatic,B,1st,Pune,165033,11061
Ford,2019,6,103344,Diesel,Manual,A,2nd,Chennai,243731,17224
Volkswagen,2019,6,53244,Petrol,Automatic,B,1st,Bangalore,348801,8874
Maruti,2010,15,235425,Petrol,Manual,B,3rd,Ahmedabad,44013,15695
Volkswagen,2018,7,122731,Diesel,Automatic,B,1st,Mumbai,297272,17533
Honda,2013,12,119028,CNG,Manual,D,2nd,Kolkata,78757,9919
Maruti,2014,11,133485,Petrol,Manual,B,2nd,Bangalore,67576,12135
Hyundai,2011,14,190288,Diesel,Manual,B,2nd,Kolkata,96008,13592
Kia,2023,2,25416,Petrol,Manual,A,3rd,Chennai,405140,12708
Honda,2021,4,61044,CNG,Manual,A,1st,Pune,388025,15261
Hyundai,2019,6,97494,Diesel,Manual,B,1st,Ahmedabad,279860,16249
Tata,2022,3,41484,Petrol,Manual,C,2nd,Delhi,212763,13828
Maruti,2017,8,118088,Petrol,Automatic,B,2nd,Kolkata,132394,14761
Maruti,2023,2,28986,Petrol,Manual,C,2nd,Pune,223322,14493
Maruti,2011,14,244860,Diesel,Automatic,B,2nd,Kolkata,71116,17490
Maruti,2012,13,150930,Petrol,Manual,B,2nd,Ahmedabad,64178,11610
Maruti,2021,4,40368,Petrol,Automatic,C,3rd,Kolkata,208204,10092
Maruti,2018,7,62811,Electric,Manual,B,2nd,Chennai,135945,8973
Tata,2011,14,146468,Petrol,Manual,B,1st,Delhi,86416,10462
Maruti,2023,2,26850,Diesel,Manual,B,2nd,Ahmedabad,308675,13425
Hyundai,2015,10,102860,Petrol,Manual,A,1st,Hyderabad,127896,10286
Ford,2021,4,37928,Petrol,Manual,C,1st,Mumbai,228019,9482
Hyundai,2013,12,122568,Petrol,Automatic,A,2nd,Pune,138989,10214
Tata,2016,9,106506,Diesel,Automatic,A,1st,Kolkata,212336,11834
Maruti,2023,2,34856,Petrol,Manual,A,1st,Kolkata,346933,17428
Maruti,2023,2,25654,CNG,Automatic,B,1st,Hyderabad,360991,12827
Maruti,2015,10,172070,Petrol,Automatic,B,1st,Ahmedabad,91346,17207
Maruti,2019,6,58116,Petrol,Manual,B,2nd,Ahmedabad,156070,9686
Maruti,2023,2,31066,CNG,Manual,A,1st,Bangalore,328253,15533
Maruti,2018,7,101248,Petrol,Automatic,A,2nd,Chennai,190104,14464
Maruti,2023,2,34296,Petrol,Manual,A,1st,Ahmedabad,334125,17148
Maruti,2018,7,64435,Petrol,Automatic,A,1st,Hyderabad,250131,9205
Hyundai,2019,6,107208,Diesel,Manual,C,1st,Mumbai,219007,17868
Maruti,2013,12,107604,Diesel,Automatic,B,1st,Delhi,125984,8967
Hyundai,2010,15,198030,Petrol,Automatic,B,2nd,Delhi,108849,13202
Honda,2011,14,178626,Petrol,Automatic,B,1st,Bangalore,150884,12759
Tata,2017,8,81208,Diesel,Manual,D,1st,Ahmedabad,129308,10151
Maruti,2023,2,30688,CNG,Manual,C,1st,Kolkata,255316,15344
Toyota,2019,6,107100,Petrol,Manual,C,2nd,Bangalore,227639,17850
Tata,2017,8,78016,CNG,Manual,A,2nd,Chennai,156256,9752
Maruti,2023,2,22874,Petrol,Automatic,A,2nd,Kolkata,406617,11437
Ford,2011,14,204722,Petrol,Manual,C,1st,Hyderabad,66570,14623
Volkswagen,2013,12,135684,Petrol,Manual,A,2nd,Chennai,121038,11307
Maruti,2010,15,239070,Petrol,Manual,B,1st,Delhi,54074,15938
Maruti,2016,9,94428,Petrol,Manual,A,2nd,Ahmedabad,111384,10492
Toyota,2013,12,185952,CNG,Automatic,A,2nd,Delhi,160128,15496
Mahindra,2020,5,78720,Petrol,Manual,A,1st,Pune,333286,15744
Maruti,2023,2,21922,Petrol,Automatic,B,2nd,Hyderabad,330863,10961
Maruti,2017,8,130064,Petrol,Manual,C,1st,Chennai,95380,16258
Hyundai,2018,7,125083,Diesel,Manual,A,1st,Kolkata,269756,17869
Honda,2021,4,33788,CNG,Manual,B,2nd,Bangalore,310990,8447
Tata,2018,7,101017,Petrol,Manual,C,1st,Ahmedabad,155239,14431
Hyundai,2012,13,153127,Petrol,Manual,B,1st,Ahmedabad,100038,11779
Hyundai,2014,11,146377,Petrol,Automatic,C,1st,Hyderabad,116756,13307
Mahindra,2015,10,86120,Petrol,Manual,C,2nd,Pune,93296,8612
Maruti,2015,10,145480,Petrol,Manual,A,3rd,Bangalore,68339,14548
Maruti,2019,6,87030,Diesel,Automatic,B,1st,Kolkata,279074,14505
Mahindra,2017,8,85536,Diesel,Manual,C,1st,Hyderabad,204266,10692
Ford,2015,10,126740,Diesel,Automatic,B,1st,Bangalore,163876,12674
Honda,2015,10,169150,Petrol,Manual,A,1st,Mumbai,124932,16915
Honda,2013,12,177888,Petrol,Manual,B,1st,Delhi,110235,14824
Maruti,2016,9,127305,Diesel,Manual,C,1st,Pune,104593,14145
Hyundai,2023,2,22646,Diesel,Manual,D,2nd,Hyderabad,308728,11323
Honda,2023,2,26428,Petrol,Manual,B,1st,Pune,484675,13214
Maruti,2017,8,77008,Diesel,Manual,B,1st,Kolkata,167385,9626
Maruti,2012,13,197899,Petrol,Automatic,B,1st,Kolkata,86661,15223
Hyundai,2016,9,118602,Petrol,Manual,A,1st,Mumbai,161996,13178
Maruti,2012,13,149123,Petrol,Manual,A,1st,Ahmedabad,88905,11471
Hyundai,2017,8,122056,CNG,Manual,B,2nd,Hyderabad,148081,15257
Maruti,2010,15,151515,Petrol,Manual,C,1st,Delhi,60738,10101
Hyundai,2010,15,223590,CNG,Manual,A,3rd,Pune,74626,14906
Maruti,2023,2,27356,Petrol,Manual,D,1st,Delhi,213487,13678
Ford,2015,10,109950,Petrol,Automatic,A,2nd,Bangalore,128685,10995
Honda,2019,6,91278,Diesel,Manual,B,2nd,Pune,264443,15213
Tata,2018,7,86184,Petrol,Manual,C,1st,Delhi,140377,12312
Mahindra,2021,4,59108,Petrol,Manual,A,1st,Pune,355482,14777
Honda,2023,2,18354,Petrol,Manual,B,1st,Pune,495081,9177
Maruti,2013,12,188148,CNG,Manual,A,1st,Kolkata,70815,15679
Honda,2015,10,93280,Diesel,Manual,D,1st,Delhi,121329,9328
Honda,2021,4,68276,Petrol,Manual,B,1st,Delhi,368587,17069
Mahindra,2014,11,100991,Petrol,Manual,A,1st,Chennai,148892,9181
Hyundai,2021,4,54912,Diesel,Automatic,C,1st,Chennai,415507,13728
Maruti,2010,15,214440,Petrol,Manual,B,2nd,Delhi,52731,14296
Maruti,2015,10,128880,Petrol,Automatic,A,3rd,Kolkata,89668,12888
Hyundai,2018,7,91126,Petrol,Manual,B,1st,Pune,188889,13018
Tata,2021,4,64904,Diesel,Automatic,B,1st,Kolkata,404254,16226
Honda,2012,13,187369,Petrol,Automatic,A,1st,Pune,150139,14413
Hyundai,2020,5,48490,Petrol,Automatic,B,1st,Chennai,366396,9698
Kia,2012,13,177645,Diesel,Manual,B,1st,Kolkata,129640,13665
Tata,2023,2,30108,CNG,Manual,C,2nd,Hyderabad,249984,15054
Maruti,2011,14,162260,Diesel,Manual,A,1st,Pune,105099,11590
Maruti,2022,3,31413,Petrol,Manual,A,1st,Mumbai,305365,10471
Maruti,2013,12,179340,Diesel,Manual,D,2nd,Mumbai,51924,14945
Maruti,2019,6,61842,CNG,Manual,B,1st,Chennai,186768,10307
Maruti,2012,13,171171,Petrol,Manual,A,1st,Kolkata,73582,13167
Maruti,2021,4,32428,Petrol,Manual,C,1st,Mumbai,209746,8107
Maruti,2011,14,208180,Petrol,Manual,C,2nd,Chennai,43612,14870
Maruti,2010,15,250000,CNG,Manual,A,2nd,Bangalore,51820,16666
Ford,2012,13,151008,Petrol,Manual,C,2nd,Ahmedabad,65281,11616
Maruti,2019,6,63492,Petrol,Manual,B,2nd,Pune,146115,10582
Honda,2015,10,107190,Diesel,Automatic,C,1st,Delhi,171233,10719
Hyundai,2018,7,80570,Diesel,Manual,C,1st,Mumbai,228499,11510
Kia,2020,5,83530,Petrol,Automatic,C,1st,Delhi,357981,16706
Maruti,2014,11,143033,Diesel,Manual,D,3rd,Ahmedabad,49726,13003
Hyundai,2012,13,201227,Diesel,Automatic,C,2nd,Kolkata,107925,15479
Renault,2023,2,18438,Petrol,Manual,A,1st,Mumbai,390134,9219
Ford,2014,11,144661,Diesel,Automatic,D,2nd,Ahmedabad,85273,13151
Toyota,2014,11,105688,Diesel,Manual,B,2nd,Hyderabad,171463,9608
Maruti,2014,11,116116,CNG,Automatic,C,3rd,Hyderabad,75432,10556
Maruti,2021,4,37128,Diesel,Manual,C,1st,Chennai,245226,9282
Tata,2021,4,53400,CNG,Manual,B,2nd,Delhi,242032,13350
Volkswagen,2016,9,111492,Petrol,Manual,A,2nd,Chennai,160258,12388
Honda,2014,11,158169,Petrol,Manual,D,1st,Bangalore,82707,14379
Honda,2016,9,143730,Petrol,Manual,A,1st,Ahmedabad,183238,15970
Maruti,2018,7,59808,Petrol,Automatic,B,1st,Chennai,200223,8544
Mahindra,2014,11,196933,CNG,Manual,B,1st,Pune,97864,17903
Maruti,2011,14,121016,Petrol,Manual,A,2nd,Kolkata,81990,8644
Hyundai,2014,11,146553,Petrol,Manual,C,1st,Pune,84665,13323
Hyundai,2017,8,109176,Petrol,Manual,A,1st,Chennai,201482,13647
Honda,2021,4,35432,Petrol,Manual,D,1st,Ahmedabad,283060,8858
Maruti,2013,12,177996,Petrol,Automatic,D,1st,Chennai,58061,14833
Maruti,2011,14,219464,Petrol,Manual,B,2nd,Mumbai,55372,15676
Tata,2019,6,61392,Diesel,Manual,C,2nd,Mumbai,185741,10232
Maruti,2012,13,231192,Petrol,Manual,B,2nd,Bangalore,47332,17784
Honda,2018,7,90496,Diesel,Manual,B,2nd,Delhi,232712,12928
Maruti,2018,7,104776,Petrol,Manual,B,2nd,Hyderabad,132550,14968
Honda,2017,8,67240,Diesel,Manual,C,1st,Kolkata,230333,8405
Honda,2017,8,87552,Petrol,Manual,B,2nd,Delhi,166084,10944
Maruti,2017,8,130928,CNG,Automatic,C,1st,Hyderabad,130267,16366
Hyundai,2017,8,112296,Diesel,Manual,B,1st,Mumbai,187651,14037
Maruti,2017,8,101560,Petrol,Automatic,B,2nd,Ahmedabad,148285,12695
